h64|1385|1.2523700363652626E8|0.0
h52|90|1.2150819048581877E8|0.0
h31|815|1.516753315413165E8|0.0
h52|1260|1.1778073871680167E8|0.0
h8|340|1.6144384633808178E8|0.0
h8|155|1.215839897086326E8|0.0
h31|1120|1.6526675488045228E8|0.0
h8|730|1.301029828205811E8|0.0
h8|50|5.627058748638772E7|0.0
h64|770|1.3128993488603039E8|0.0
h64|585|1.0087431742574656E8|0.0
h52|825|1.6443130493148988E8|0.0
h31|425|1.4345555081476697E8|0.0
h8|1255|1.1399599861417907E8|0.0
h64|380|1.3317450622181043E8|0.0
h64|975|1.438344143446242E8|0.0
h8|935|1.4488953261596832E8|0.0
h31|610|1.108359311651747E8|0.0
h8|1050|1.5060671098817357E8|0.0
h52|620|1.0761525277247459E8|0.0
h8|545|1.417678806354715E8|0.0
h64|1180|1.5952673756552488E8|0.0
h52|1075|1.4196673359240648E8|0.0
h52|230|9.251016620486332E7|0.0
h64|195|7.933233451356101E7|0.0
h31|220|9.331981663190912E7|0.0
h31|1325|1.0772936111184365E8|0.0
h52|435|1.549726780150872E8|0.0
h52|1120|1.588835923003223E8|0.0
h8|790|1.1933185568259579E8|0.0
h64|835|1.6417086470808244E8|0.0
h31|670|1.1877527903103824E8|0.0
h8|1115|1.5965051406146884E8|0.0
h31|1180|1.91822622944762E8|0.0
h52|1325|1.124650864386726E8|0.0
h64|1245|1.2755368202173264E8|0.0
h8|405|1.4600842024628362E8|268.0
h52|885|1.522544571094499E8|0.0
h31|485|1.401745277660956E8|0.0
h8|995|1.2920349707373688E8|0.0
h31|280|8.457496599585699E7|0.0
h52|290|1.2733157110043325E8|0.0
h64|445|1.4589443237173834E8|0.0
h64|630|1.1279839412607652E8|0.0
h31|10|8.47864167002005E7|0.0
h52|495|1.4275126681941468E8|0.0
h31|1385|1.3570261424039477E8|0.0
h64|1430|1.0148627045821543E8|0.0
h64|1040|1.1983669309685871E8|0.0
h52|680|1.2519346777295671E8|0.0
h64|240|8.197698948655453E7|0.0
h8|200|7.768100488484116E7|0.0
h31|875|1.487474736632478E8|0.0
h8|1300|1.1355694789390782E8|0.0
h31|685|1.2051366757001968E8|0.0
h64|255|7.743747577530843E7|0.0
h64|645|1.0776650011326844E8|0.0
h31|1195|1.7413285591920912E8|0.0
h52|880|1.854721358586201E8|0.0
h64|1240|1.498080881835349E8|0.0
h52|695|1.1726884943275449E8|0.0
h52|105|1.2095447606313169E8|0.0
h8|1110|1.5789150083019572E8|0.0
h8|990|1.320131299433104E8|0.0
h8|400|1.2567000063143468E8|0.0
h52|490|1.2920521457932551E8|308.0
h31|1380|9.612033527085114E7|0.0
h52|1135|1.6479035449643338E8|0.0
h52|1320|1.1392384488344389E8|0.0
h64|440|1.2291546906825405E8|0.0
h31|25|9.351903650422367E7|0.0
h8|1315|1.0135904971566185E8|0.0
h64|830|1.3513581722884706E8|0.0
h31|480|1.4595587626562214E8|0.0
h31|870|1.5084896528103465E8|0.0
h64|1055|1.2362507214248866E8|0.0
h31|295|1.2434797565415746E8|0.0
h8|605|1.0346777913309292E8|0.0
h8|215|8.140423124770182E7|0.0
h31|895|1.8031889176562467E8|0.0
h8|220|8.61288039527538E7|0.0
h8|815|1.2010060403548262E8|0.0
h64|260|7.754606119586688E7|0.0
h8|425|1.560340570928371E8|0.0
h8|610|1.1349286505741799E8|0.0
h52|110|1.2255937832641256E8|0.0
h31|30|6.721992865036961E7|0.0
h64|1265|1.1625909215503597E8|0.0
h64|1060|1.2668737337330079E8|0.0
h8|1320|1.1516686866940412E8|0.0
h31|100|1.1030457389551E8|0.0
h31|1205|1.7079657839366055E8|0.0
h52|705|1.3204382705685277E8|0.0
h8|1135|1.599664965720695E8|327.0
h52|315|1.6332772305103987E8|0.0
h64|465|1.2342619273365337E8|0.0
h64|855|1.3774376508915368E8|0.0
h64|650|1.0691576977103435E8|0.0
h31|690|1.1643270461207724E8|0.0
h31|305|1.2510915971909398E8|0.0
h52|1345|9.63279079862733E7|0.0
h52|500|1.2647000757040705E8|0.0
h31|1000|1.2640098800898892E8|0.0
h52|1140|1.625096151994189E8|0.0
h31|1050|1.233256027016366E8|0.0
h8|660|1.0946994926428583E8|0.0
h52|755|1.2188868113039723E8|0.0
h31|930|1.2827803960056828E8|0.0
h31|5|9.721727762738879E7|0.0
h64|1115|1.6180620170751318E8|0.0
h8|475|1.3155417208355711E8|0.0
h52|1190|1.7379152915879193E8|0.0
h64|500|1.3376785671863352E8|0.0
h52|160|8.14591387322293E7|0.0
h8|865|1.4871261475367886E8|0.0
h8|1370|1.0634628895201628E8|0.0
h64|315|1.6045526484425843E8|0.0
h8|270|7.764981687369001E7|0.0
h52|1395|1.1878815098757634E8|0.0
h52|940|1.2492392753510363E8|0.0
h52|365|1.2915155115769947E8|0.0
h8|1185|1.7717847601502922E8|0.0
h64|110|1.2499906528462535E8|0.0
h52|25|7.81376252310966E7|0.0
h64|20|9.798387684460154E7|0.0
h31|80|6.7098433515320405E7|0.0
h64|705|1.3275318837062776E8|0.0
h31|355|1.4652634402135074E8|0.0
h52|550|1.314726120951304E8|0.0
h64|1300|1.1147905521402566E8|0.0
h31|1255|1.1729231807592876E8|0.0
h31|745|1.2719064797119917E8|0.0
h31|150|1.0943928787273732E8|0.0
h31|540|1.2820008737477376E8|0.0
h52|1380|9.394736894030267E7|0.0
h64|1305|1.098377646324316E8|0.0
h31|155|1.1877483697866449E8|0.0
h8|850|1.5932630644199806E8|0.0
h64|890|1.3356420777334042E8|0.0
h52|10|8.772365065811373E7|0.0
h31|1240|1.3623878388314414E8|0.0
h52|740|1.3109038396172364E8|0.0
h52|945|1.3114301289865656E8|0.0
h31|545|1.1656228743020134E8|0.0
h52|350|1.6651542198001853E8|0.0
h31|730|1.2727139858683206E8|0.0
h52|555|1.168439321937086E8|0.0
h8|460|1.477763572112422E8|0.0
h31|340|1.6267072672713643E8|0.0
h8|1170|1.502975471739749E8|0.0
h64|25|8.20481276708849E7|0.0
h8|1375|9.641623993316258E7|0.0
h31|85|1.1028609757165185E8|0.0
h31|1055|1.2703786525334445E8|0.0
h8|275|8.463677324315464E7|0.0
h52|1195|1.7217606512353086E8|273.0
h8|665|1.1346528732338728E8|0.0
h64|1100|1.616884440516219E8|0.0
h64|300|1.2662202233623537E8|0.0
h31|935|1.4145429915882945E8|0.0
h52|165|1.1910306945469244E8|0.0
h64|505|1.620942646785327E8|0.0
h64|115|1.2669954126473811E8|0.0
h31|880|1.641892931082391E8|0.0
h52|890|1.4584224186200216E8|0.0
h64|450|1.4524418633113602E8|0.0
h64|655|1.0610768729413235E8|0.0
h8|1120|1.6554933971614265E8|0.0
h64|840|1.5664824468808913E8|0.0
h8|410|1.450676115045882E8|0.0
h31|490|1.4601270150600052E8|0.0
h8|800|1.6633217934750715E8|0.0
h64|1065|1.2917830867698519E8|0.0
h8|615|1.0982673856286964E8|0.0
h31|35|6.125263961861153E7|0.0
h31|695|1.255986220021762E8|0.0
h52|1145|1.6160631352340454E8|0.0
h52|115|1.2452506550537398E8|0.0
h8|1325|1.1775427325488755E8|0.0
h64|265|7.851412122336148E7|0.0
h31|1005|1.2965868265149508E8|0.0
h8|225|8.626131481326905E7|0.0
h52|300|1.6433026951614067E8|288.0
h31|1390|1.1302487251935802E8|0.0
h52|1330|1.06804749612166E8|0.0
h52|505|1.573440012696853E8|0.0
h31|105|1.2073046587840864E8|0.0
h64|1250|1.1779291570656113E8|0.0
h8|760|1.270321138092181E8|0.0
h8|575|1.0215059783207402E8|280.0
h64|210|7.755527753799543E7|0.0
h64|805|1.3334019938815516E8|0.0
h31|1355|1.0194398007294843E8|290.0
h8|1285|1.1938827638883257E8|0.0
h31|1150|1.6344322363101187E8|0.0
h31|640|1.083771965071189E8|0.0
h8|1080|1.4320647994729832E8|0.0
h8|370|1.278454609671535E8|0.0
h31|455|1.585714489331644E8|0.0
h31|250|7.950680323071212E7|0.0
h31|845|1.4477807229511857E8|0.0
h8|965|1.2690041128455195E8|0.0
h64|415|1.498458133051762E8|0.0
h64|1010|1.2958452987042148E8|0.0
h8|185|8.130543607865693E7|0.0
h64|1215|1.467809632747875E8|305.0
h52|1290|1.2018129998474105E8|0.0
h52|465|1.440011059093285E8|0.0
h8|80|7.72672134885945E7|0.0
h52|260|7.882367959620215E7|0.0
h52|855|1.5380505587880388E8|0.0
h64|1400|1.2142277900484437E8|0.0
h64|600|1.0359944827008536E8|0.0
h52|650|1.1096211345733342E8|0.0
h52|760|1.3021618604334222E8|0.0
h64|135|1.3256309956200585E8|0.0
h31|175|8.468090227045499E7|0.0
h31|360|1.322412703853648E8|0.0
h8|685|1.17497749144864E8|0.0
h64|915|1.8053427899122152E8|0.0
h52|370|1.242379284677949E8|0.0
h31|955|1.3722855320654365E8|0.0
h64|1325|1.2129497501212095E8|0.0
h31|1260|1.3274161621093E8|0.0
h52|575|1.1639430597258621E8|0.0
h8|1395|1.0294266629879186E8|0.0
h8|480|1.5403525182024586E8|0.0
h64|1120|1.55589797171798E8|0.0
h64|525|1.4403986147942594E8|0.0
h64|710|1.2908255770576271E8|0.0
h52|30|6.807263326984695E7|0.0
h52|965|1.2514847184164634E8|0.0
h8|1190|1.6971066882165527E8|0.0
h8|295|1.2786934004073259E8|0.0
h31|565|1.0687769810670796E8|0.0
h8|870|1.346934528439545E8|0.0
h52|1200|1.6956616706411606E8|0.0
h52|1405|9.13652955714129E7|0.0
h31|750|1.367471236212493E8|0.0
h31|1075|1.3814800871316177E8|0.0
h64|320|1.6132966573445705E8|0.0
h64|45|6.6898778916044384E7|0.0
h52|1015|1.2626701399466054E8|0.0
h52|185|7.652293666430841E7|0.0
h31|1335|1.1712190955695193E8|0.0
h52|835|1.6126324145184347E8|0.0
h64|1395|1.1858507741145626E8|0.0
h8|60|6.468481510893966E7|259.0
h31|435|1.1930462845140572E8|0.0
h8|1060|1.2457783855402787E8|0.0
h8|740|1.2834406912241992E8|0.0
h8|1265|1.172376698358688E8|0.0
h31|1130|1.6245489964084122E8|0.0
h64|1190|1.7076027307912594E8|0.0
h31|825|1.162936771418029E8|0.0
h31|230|9.333337898256625E7|0.0
h8|945|1.525515562578761E8|0.0
h52|630|1.1247874049910472E8|0.0
h64|985|1.3298860918669705E8|0.0
h52|445|1.5976272085299143E8|0.0
h52|240|8.023154722138956E7|0.0
h52|1085|1.5892677415793648E8|0.0
h31|620|1.2063600910181321E8|0.0
h64|595|1.009941820341484E8|0.0
h64|390|1.2436384829693271E8|301.0
h64|780|1.3477267662879017E8|0.0
h52|1270|1.1963389431138797E8|0.0
h8|555|1.0833505636315478E8|0.0
h8|350|1.6922951745816153E8|254.0
h8|165|7.604386037816419E7|0.0
h64|530|1.4137372227862132E8|0.0
h64|1330|1.2005894855504319E8|320.0
h52|190|8.135449753096572E7|0.0
h31|1285|1.174141288743102E8|0.0
h8|1200|1.712541467270984E8|0.0
h64|140|1.3139698352300148E8|0.0
h8|15|1.0364536323464328E8|0.0
h31|570|1.0699619121815485E8|0.0
h31|385|1.3715053030473015E8|0.0
h64|735|1.328191728567794E8|0.0
h64|345|1.644412738234342E8|0.0
h8|305|1.6082955164213356E8|0.0
h31|775|1.269555673388442E8|0.0
h31|960|1.311865186894725E8|0.0
h52|785|1.2532801977607672E8|0.0
h52|55|5.8628358838786975E7|0.0
h52|395|1.3328524333658585E8|0.0
h8|690|1.158429573428227E8|0.0
h64|50|8.304576238006538E7|279.0
h64|1145|1.6192029318002683E8|0.0
h64|920|1.32143772544107E8|0.0
h8|1015|1.2828514305752055E8|0.0
h52|580|1.0379616384699129E8|0.0
h52|970|1.3985053219719023E8|0.0
h31|1080|1.577510721535206E8|0.0
h8|1405|9.53662270540984E7|0.0
h52|1020|1.3130566839778961E8|0.0
h52|1410|9.641918184111348E7|318.0
h52|1225|1.45984309458982E8|0.0
h8|100|1.0781529188726832E8|0.0
h8|895|1.4108080155183274E8|0.0
h31|180|8.365079246700934E7|0.0
h52|360|1.4167596276899227E8|0.0
h31|95|1.104526668946478E8|0.0
h52|175|9.411474448247659E7|307.0
h31|555|1.2476841840856448E8|0.0
h8|675|1.173342207769492E8|0.0
h64|905|1.413754869164378E8|0.0
h52|955|1.2781134117602964E8|0.0
h8|1180|1.5459280899696967E8|0.0
h31|350|1.6733074321708912E8|0.0
h31|1250|1.1817112824214855E8|0.0
h52|1005|1.6318723685582113E8|0.0
h64|700|1.1892157760129315E8|0.0
h31|740|1.3241326190312119E8|0.0
h52|565|1.3350666469873732E8|0.0
h64|515|1.4287338891917583E8|0.0
h52|750|1.3581683519656885E8|0.0
h64|1110|1.615120985011384E8|279.0
h8|1385|1.0959240058780019E8|0.0
h31|945|1.3946780932362956E8|0.0
h8|860|1.436882026886783E8|0.0
h31|165|8.651439227197981E7|0.0
h64|310|1.2501634537267387E8|0.0
h31|1065|1.4382314960679722E8|0.0
h8|470|1.3598124736745396E8|0.0
h31|0|5.896349334982981E7|275.0
h52|1390|1.0932591295256516E8|0.0
h8|285|1.2564600539195538E8|0.0
h64|35|9.268224890913145E7|0.0
h64|125|1.2957910436916502E8|0.0
h52|20|1.01061401196399E8|0.0
h64|1315|1.1419505082838385E8|0.0
h8|765|1.228758455784659E8|0.0
h52|265|7.695095239560103E7|0.0
h8|560|1.392353960661277E8|0.0
h64|1405|1.0445319477896833E8|0.0
h31|1340|1.265417117229463E8|0.0
h64|1015|1.7586581850931916E8|0.0
h52|655|1.0967317518348683E8|0.0
h31|440|1.28924607326819E8|0.0
h8|375|1.3146546114004642E8|0.0
h52|840|1.486673918660719E8|0.0
h8|950|1.4251990316931215E8|0.0
h31|645|1.0737378053370497E8|0.0
h64|400|1.3216354249239783E8|0.0
h52|1090|1.5917186677160445E8|0.0
h52|1295|1.1300549498751095E8|0.0
h31|1155|1.608618011341374E8|0.0
h52|450|1.3511128637991947E8|0.0
h8|1270|1.1360948213202594E8|0.0
h64|215|8.07978348545619E7|0.0
h8|170|8.571101096917328E7|0.0
h64|990|1.2734035669316863E8|0.0
h31|830|1.4304447787312934E8|0.0
h64|1200|1.6535616782676384E8|0.0
h8|85|6.514941293873458E7|0.0
h31|255|7.965994339446998E7|0.0
h8|1085|1.5613273320923868E8|0.0
h64|605|1.0753291668572085E8|275.0
h52|790|1.2161891393942517E8|0.0
h31|390|1.2507533393592478E8|0.0
h64|75|6.720146250307193E7|0.0
h64|945|1.3982849278892964E8|0.0
h31|985|1.3568479807659855E8|0.0
h64|165|9.167832810034607E7|0.0
h52|200|7.349901026360992E7|305.0
h8|1410|8.908070988997269E7|0.0
h64|1150|1.5888695903730032E8|0.0
h64|350|1.7076602939775687E8|0.0
h64|555|1.361783568216457E8|0.0
h31|780|1.2677052150190641E8|0.0
h64|740|1.3159529038858175E8|0.0
h8|1225|1.5319788440299714E8|0.0
h52|1045|1.5892182020799294E8|0.0
h8|515|1.6214146805259055E8|0.0
h52|995|1.3029882490803352E8|0.0
h52|60|8.616818054600023E7|0.0
h8|310|1.619483835817733E8|0.0
h64|1355|1.1842239697277196E8|0.0
h8|125|1.2903155588936456E8|253.0
h31|1290|1.1905187067976189E8|0.0
h52|405|1.4323704567704877E8|0.0
h52|1435|9.051316491139337E7|0.0
h8|1020|1.2642652950408712E8|0.0
h8|700|1.2614719967067792E8|0.0
h8|20|9.84904306854129E7|0.0
h8|905|1.4368151252699256E8|0.0
h52|1230|1.27840872803255E8|0.0
h31|595|1.1037284362405783E8|0.0
h52|1060|1.401828554987236E8|0.0
h8|140|1.2488926607703885E8|0.0
h64|775|1.293155213584721E8|0.0
h52|95|1.1102977805442826E8|0.0
h8|735|1.3176184736828691E8|0.0
h64|960|1.3501885365463248E8|0.0
h64|180|8.948728983402738E7|0.0
h64|385|1.2827399276647922E8|0.0
h64|90|9.70329578778427E7|0.0
h31|410|1.334520486498022E8|292.0
h8|530|1.524025512031281E8|0.0
h8|1055|1.4176765882132792E8|0.0
h8|1240|1.2315466696542901E8|0.0
h52|235|8.112827872165884E7|0.0
h31|1125|1.6662667691285235E8|300.0
h52|420|1.553663094163515E8|0.0
h8|920|1.462977496710686E8|0.0
h64|1185|1.7139617272271517E8|0.0
h52|810|1.5543076316391045E8|0.0
h52|1265|1.1561016384102063E8|0.0
h64|1370|9.384521616890974E7|0.0
h8|55|5.9874847263733104E7|0.0
h52|625|1.0887073664620745E8|0.0
h31|1310|1.087305687946609E8|0.0
h64|570|1.1681033524016525E8|0.0
h8|345|1.795639623429829E8|0.0
h31|225|8.534743054871146E7|0.0
h31|615|1.0482295293376142E8|0.0
h31|800|1.1936536948641436E8|278.0
h64|940|1.3446121651541564E8|0.0
h8|715|1.279442738705486E8|0.0
h64|160|1.0441461378147498E8|0.0
h64|550|1.1575093536266088E8|286.0
h52|400|1.2711385267683476E8|0.0
h8|120|1.2993725559946787E8|0.0
h52|1245|1.5576250045546117E8|0.0
h64|365|1.3103041402282564E8|0.0
h64|1350|1.0871990177795717E8|0.0
h8|900|1.3162664170033982E8|0.0
h52|75|9.30894283239954E7|0.0
h8|510|1.3712166408536863E8|0.0
h8|325|1.6657283875289422E8|0.0
h31|1105|1.599948965477486E8|0.0
h31|205|7.79145689531765E7|0.0
h31|795|1.2868720716746387E8|0.0
h8|1425|8.272205641547318E7|0.0
h8|35|6.091124007880153E7|0.0
h8|1035|1.2773660112162118E8|0.0
h52|215|7.854909070750333E7|0.0
h8|1220|1.458992973103691E8|0.0
h52|605|1.0719781527873011E8|0.0
h52|1430|8.816297597839649E7|0.0
h64|755|1.3172898416326603E8|0.0
h31|980|1.3516093720896524E8|0.0
h64|70|8.60358911087674E7|0.0
h64|1165|1.6199854328820336E8|0.0
h52|1040|1.352378197694232E8|0.0
h31|590|1.0454530605234042E8|0.0
h52|990|1.4181183776091233E8|313.0
h31|1245|1.5093477040605646E8|0.0
h31|735|1.3154030758942363E8|0.0
h52|1385|1.2213237737215543E8|0.0
h8|855|1.4335723016823065E8|0.0
h52|15|1.0218015267257832E8|0.0
h64|690|1.263714686475441E8|0.0
h31|1040|1.2654347366956761E8|0.0
h31|1430|9.53641262704361E7|0.0
h8|650|1.0624807715920082E8|0.0
h8|1175|1.4684589649604356E8|0.0
h52|150|1.0716562992991713E8|0.0
h52|930|1.224324275469421E8|0.0
h64|100|1.1126519650823267E8|0.0
h64|895|1.448890836080508E8|0.0
h8|465|1.41492722974359E8|0.0
h64|305|1.6022166520849016E8|0.0
h52|1180|1.4793024920055962E8|0.0
h31|530|1.4183870156583005E8|0.0
h52|355|1.4866942385406837E8|0.0
h52|540|1.430207604246794E8|0.0
h31|345|1.6273535447410956E8|0.0
h31|920|1.5251689176457524E8|0.0
h8|260|7.781890026674521E7|0.0
h64|10|9.809894379968797E7|0.0
h31|70|6.3703673033270225E7|0.0
h52|745|1.3133324639919394E8|0.0
h64|1105|1.602101129878743E8|0.0
h31|140|1.145781530832035E8|0.0
h8|1360|1.1208438334836808E8|0.0
h31|240|7.367226030599378E7|0.0
h52|1280|1.1877907001553191E8|0.0
h52|640|1.0697744558634956E8|0.0
h8|750|1.2919361821272023E8|0.0
h64|995|1.27824919166161E8|0.0
h64|200|7.887356216220415E7|0.0
h64|405|1.3933860678116903E8|0.0
h8|1070|1.5176772351298448E8|0.0
h8|565|1.2215445991224296E8|0.0
h8|360|1.3962811731619152E8|0.0
h31|445|1.3915212263525966E8|0.0
h64|790|1.3195180602946317E8|0.0
h8|70|6.90539419261925E7|282.0
h31|1140|1.6051026112223414E8|0.0
h31|835|1.5838436540981317E8|0.0
h8|955|1.3506670171787062E8|0.0
h52|1095|1.5388156185165152E8|0.0
h52|250|7.948284421414281E7|0.0
h64|1000|1.2682052370721719E8|0.0
h8|175|8.493480206907496E7|0.0
h52|455|1.5456707618601286E8|0.0
h64|1205|1.7206650014918107E8|0.0
h31|1345|1.0416841586565319E8|0.0
h8|1275|1.183219380975196E8|0.0
h31|630|1.097962647451646E8|0.0
h52|845|1.4475912905194455E8|0.0
h64|760|1.3193177371456583E8|0.0
h31|1315|1.114889660183742E8|0.0
h52|80|9.457219695254788E7|0.0
h31|415|1.4537870037705252E8|0.0
h52|1250|1.1962291780313742E8|0.0
h64|185|8.233419503765172E7|0.0
h31|600|1.1148125291299513E8|0.0
h31|1110|1.6237515538620213E8|0.0
h52|425|1.4856200626069027E8|0.0
h64|575|1.1240373755370085E8|0.0
h8|40|6.102349825951005E7|0.0
h8|720|1.2882018545244615E8|0.0
h52|815|1.6246105796816757E8|0.0
h8|1040|1.2646508992271657E8|0.0
h8|925|1.348646705640621E8|0.0
h52|220|8.582303752018504E7|0.0
h8|1430|8.179147197924447E7|0.0
h64|95|1.2431131313684933E8|0.0
h8|1245|1.214948287086871E8|0.0
h8|535|1.2614505714246216E8|0.0
h52|610|1.0580323952086875E8|263.0
h64|965|1.4994146647555274E8|0.0
h8|145|1.3041503844498926E8|0.0
h64|1170|1.5232632415463337E8|0.0
h64|370|1.3516089025693417E8|0.0
h8|330|1.6295437383090284E8|0.0
h52|1065|1.503266826135357E8|0.0
h64|1375|9.484497311675966E7|0.0
h31|805|1.250076149633025E8|0.0
h31|210|7.834792733551162E7|255.0
h64|340|1.6397138980205205E8|0.0
h8|10|9.191611886439687E7|0.0
h31|195|7.401851244995376E7|0.0
h8|505|1.323434111732604E8|0.0
h31|585|9.912449371633232E7|0.0
h8|5|9.69723887134488E7|0.0
h31|1280|1.1455115908402848E8|0.0
h31|1095|1.5738487597219738E8|0.0
h64|1345|9.959981061934775E7|0.0
h64|1140|1.6027320210723653E8|0.0
h52|50|5.706995500162983E7|0.0
h31|380|1.28551287402201E8|0.0
h52|1425|1.0145400269445509E8|0.0
h64|545|1.3475477926312745E8|0.0
h8|890|1.5943081638191134E8|0.0
h52|595|1.0727979843803877E8|0.0
h52|985|1.3258889923076487E8|0.0
h31|770|1.2603290013056107E8|0.0
h52|780|1.343707441528768E8|0.0
h8|1400|9.737019889131501E7|0.0
h8|300|1.259367102911119E8|0.0
h8|1010|1.3196520808918315E8|0.0
h52|1220|1.4979791014820164E8|0.0
h64|155|1.0690291417973256E8|0.0
h64|5|1.0060006142321037E8|0.0
h64|730|1.281060204459783E8|0.0
h8|1215|1.4621027268391284E8|0.0
h64|935|1.2806896932805453E8|0.0
h64|65|5.7431935962549925E7|0.0
h52|1035|1.3135360371563663E8|0.0
h31|975|1.528999956712762E8|0.0
h8|115|1.2459072363956904E8|0.0
h52|390|1.375058283996879E8|0.0
h8|290|1.260264558843165E8|0.0
h8|1390|1.1554852047343627E8|0.0
h52|385|1.2812019878852248E8|0.0
h52|570|1.2633301245271254E8|0.0
h52|775|1.2328927720426992E8|0.0
h64|1320|1.1152798288790043E8|0.0
h8|495|1.328216728256234E8|0.0
h31|765|1.2931643956824233E8|0.0
h31|1070|1.5902325152619383E8|300.0
